Customer ID,Gender,Age,Transaction Amount,Transaction Date,Category
877290,,57,95.94,2023-04-12,Restaurant
909805,F,22,2408.64,2023-10-09,Travel
383962,F,38,77.42,2023-07-25,Cosmetic
494135,F,48,262.69,2023-10-04,Clothing
643784,F,38,555.53,2023-09-21,Electronics
27155,F,63,9.23,2023-09-24,Market
703839,F,42,75.99,2023-02-22,Restaurant
817427,M,66,62.15,2023-08-01,Clothing
326396,F,57,782.29,2023-03-09,Electronics
773108,M,64,309.94,2023-01-24,Market
628459,F,40,149.21,2023-07-28,Clothing
794346,F,46,488.21,2023-02-24,Travel
174856,F,29,2118.41,2023-01-09,Travel
778503,M,24,193.69,2023-09-13,Electronics
911527,M,23,197.91,2023-07-13,Cosmetic
628501,,35,950.82,2023-05-22,Electronics
355564,F,47,1286.22,2023-08-25,Travel
993654,M,52,1271.77,2023-06-17,Travel
876923,,75,357.99,2023-01-12,Electronics
973761,M,41,84.71,2023-05-06,Restaurant
272552,M,45,25.91,2023-03-22,Restaurant
699430,F,68,388.69,2023-06-30,Market
302631,M,55,28.06,2023-10-08,Restaurant
326148,M,46,70.79,2023-08-26,Clothing
860162,,64,75.96,2023-06-21,Restaurant
359910,M,32,225.88,2023-05-05,Market
183627,F,71,50.23,2023-07-07,Cosmetic
967532,F,51,179.11,2023-03-18,Cosmetic
743057,M,33,224.46,2023-01-07,Travel
676179,F,19,97.08,2023-01-06,Electronics
416706,F,25,183.83,2023-09-29,Market
221491,F,36,40.51,2023-07-05,Restaurant
391302,M,43,166.02,2023-05-07,Cosmetic
496590,F,19,887.4,2023-03-08,Electronics
213785,F,19,128.57,2023-05-08,Market
482862,F,75,99.38,2023-05-25,Cosmetic
980254,M,65,95.81,2023-01-21,Market
965505,M,56,279.31,2023-10-11,Clothing
123180,M,66,108.46,2023-09-30,Clothing
240262,F,75,28.7,2023-06-14,Cosmetic
722009,F,32,213.57,2023-08-30,Market
846977,M,29,453.95,2023-04-11,Market
815826,F,54,42.8,2023-09-27,Restaurant
97593,,35,43.61,2023-02-12,Cosmetic
784535,F,73,244.5,2023-01-29,Electronics
913555,M,71,290.6,2023-01-31,Clothing
570706,M,75,2712.67,2023-03-14,Travel
489065,F,63,2702.2,2023-07-14,Travel
252722,M,20,119.88,2023-05-10,Market
670391,F,33,172.78,2023-01-02,Market
180707,F,27,290.78,2023-07-06,Electronics
606815,,66,1606.73,2023-03-19,Travel
834832,F,61,241.09,2023-09-24,Market
480304,F,62,133.92,2023-05-06,Clothing
719465,M,72,54.33,2023-09-17,Restaurant
252741,M,21,98.42,2023-04-07,Cosmetic
232472,F,60,210.17,2023-01-23,Clothing
186468,F,28,460.55,2023-02-03,Electronics
603340,,54,445.53,2023-02-22,Electronics
85044,F,41,95.3,2023-01-20,Cosmetic
11564,F,69,180.69,2023-09-09,Cosmetic
246686,M,25,383.12,2023-07-01,Market
694969,M,42,326.61,2023-02-25,Market
921170,M,26,1591.5,2023-01-26,Travel
891197,M,68,165.26,2023-10-12,Cosmetic
167792,,69,160.56,2023-06-10,Cosmetic
773905,M,62,46.53,2023-06-26,Market
302462,M,37,185.03,2023-09-14,Cosmetic
677971,F,72,294.6,2023-04-10,Clothing
180128,F,40,145.96,2023-05-12,Cosmetic
244880,F,51,62.3,2023-09-08,Restaurant
820677,F,60,163.9,2023-01-28,Cosmetic
613723,M,36,460.53,2023-09-29,Electronics
309860,F,20,1852.46,2023-08-05,Travel
992888,M,64,2196,2023-03-21,Travel
384711,F,63,130.08,2023-02-25,Cosmetic
422199,F,21,70.5,2023-05-24,Restaurant
162792,M,58,195.43,2023-05-23,Cosmetic
484660,F,58,1552.32,2023-06-03,Travel
64938,F,68,178.94,2023-06-13,Clothing
366890,M,58,71.47,2023-06-25,Restaurant
345667,M,26,1919.38,2023-01-18,Travel
815414,F,40,265.49,2023-09-29,Clothing
801555,F,57,472.41,2023-03-24,Travel
650918,F,62,375.72,2023-04-01,Electronics
890696,F,36,20.71,2023-02-23,Restaurant
521789,F,31,2618.27,2023-08-06,Travel
610100,M,27,45.5,2023-05-23,Restaurant
118996,M,51,98.43,2023-06-18,Market
602615,,71,2193.37,2023-02-22,Travel
384196,M,52,344.02,2023-05-17,Market
418259,F,57,273.15,2023-05-20,Clothing
234181,M,48,2680.19,2023-04-01,Travel
619882,F,18,283.17,2023-06-04,Clothing
503151,M,67,343.29,2023-01-17,Electronics
176292,F,46,26.03,2023-02-25,Restaurant
920982,M,32,356.06,2023-08-07,Market
442481,F,55,259.31,2023-02-28,Market
546805,F,39,94.42,2023-08-07,Cosmetic
650705,F,44,297.33,2023-08-24,Market
32460,F,21,410.41,2023-06-28,Electronics
174168,,20,719.19,2023-02-10,Electronics
13450,M,40,233.41,2023-03-13,Market
623977,M,49,150.61,2023-03-07,Clothing
909363,F,70,79.82,2023-06-27,Electronics
912205,F,60,40.89,2023-02-02,Clothing
401221,M,36,479.28,2023-08-12,Market
938091,F,52,181.95,2023-02-01,Clothing
186077,F,35,258.04,2023-03-09,Electronics
384674,M,19,525.35,2023-01-02,Electronics
953263,,41,17.56,2023-09-09,Restaurant
269905,M,67,1618.16,2023-06-20,Travel
407280,F,22,241.07,2023-05-25,Travel
794596,F,53,196.98,2023-02-23,Electronics
677240,F,30,78.26,2023-09-11,Market
327782,M,59,304.91,2023-02-05,Electronics
679568,,20,91.19,2023-03-21,Clothing
813565,F,65,65.63,2023-08-03,Cosmetic
839700,M,53,93.94,2023-06-03,Restaurant
710521,F,61,22.91,2023-01-23,Clothing
287994,F,28,134.88,2023-04-23,Cosmetic
790721,M,43,47.72,2023-10-10,Restaurant
430850,F,26,206.47,2023-05-03,Market
766753,M,66,291.83,2023-01-18,Clothing
928163,F,48,56.73,2023-10-02,Cosmetic
684338,M,29,57.53,2023-07-10,Clothing
364005,,51,463.21,2023-08-14,Market
544716,F,50,984.91,2023-04-06,Travel
738852,M,68,569.24,2023-01-29,Electronics
514193,M,57,96.47,2023-05-30,Restaurant
805170,M,26,165.25,2023-04-01,Electronics
57073,M,65,271.13,2023-01-11,Clothing
150903,F,43,772.6,2023-06-09,Electronics
333611,F,62,105.27,2023-06-03,Electronics
486018,M,28,48.64,2023-09-27,Restaurant
385489,,41,147.51,2023-10-01,Market
661703,F,52,325.92,2023-09-03,Market
389632,M,63,37.3,2023-05-01,Clothing
414179,,50,1977.22,2023-04-09,Travel
242634,F,42,945.86,2023-01-01,Electronics
112643,F,42,2807.15,2023-05-23,Travel
482809,F,68,101.04,2023-09-06,Market
198660,F,41,90.5,2023-01-17,Cosmetic
264770,F,46,1225.62,2023-06-06,Travel
842770,M,58,215.06,2023-06-24,Clothing
94355,F,57,365.98,2023-02-16,Market
16400,F,29,50.12,2023-06-29,Restaurant
968643,,39,7.93,2023-03-01,Market
196962,F,67,210.23,2023-07-10,Travel
446606,F,74,373.75,2023-10-12,Electronics
572936,M,72,43.2,2023-04-10,Clothing
596220,M,71,227.44,2023-04-13,Clothing
540037,M,36,648.99,2023-02-28,Electronics
204101,M,69,127.2,2023-10-13,Cosmetic
89075,M,22,117.98,2023-01-25,Cosmetic
384149,F,64,117.34,2023-04-24,Clothing
957972,,54,226.79,2023-04-21,Market
272818,M,51,157.34,2023-09-04,Cosmetic
276937,M,62,1170.65,2023-04-24,Travel
490551,F,67,161.88,2023-01-30,Cosmetic
251977,M,33,385.49,2023-07-28,Market
341640,F,54,186.65,2023-09-23,Cosmetic
421975,M,25,244.71,2023-01-19,Clothing
410507,F,68,10.07,2023-01-20,Restaurant
558485,M,37,30.07,2023-03-12,Restaurant
805527,M,70,141.14,2023-05-04,Clothing
262599,F,58,53.64,2023-03-01,Restaurant
557361,M,74,999.12,2023-10-11,Travel
731036,F,69,596.62,2023-05-26,Electronics
997122,F,43,42.24,2023-01-04,Clothing
765382,F,62,299.03,2023-02-16,Clothing
41347,M,41,66.32,2023-04-25,Cosmetic
83246,F,28,199.44,2023-07-16,Clothing
514714,M,42,70.37,2023-10-01,Electronics
733658,,49,43.76,2023-04-30,Cosmetic
169951,,74,54.55,2023-06-29,Clothing
189949,F,66,118.26,2023-03-17,Market
525609,M,48,211.65,2023-08-22,Travel
804759,F,28,360.9,2023-05-05,Market
127054,F,37,30.52,2023-07-15,Restaurant
243098,M,25,284.94,2023-02-11,Market
11395,F,46,1288.35,2023-06-02,Travel
995463,,47,87.22,2023-09-11,Restaurant
263581,,23,275.71,2023-02-20,Electronics
242913,M,69,1399.85,2023-06-17,Travel
442823,F,29,2318.32,2023-03-22,Travel
466870,F,63,899.92,2023-03-06,Electronics
345279,F,37,25.96,2023-04-26,Market
240478,F,59,182.95,2023-04-21,Electronics
696511,,41,441.67,2023-02-07,Market
729130,F,64,102.78,2023-05-08,Market
805607,M,60,161.64,2023-06-02,Cosmetic
8433,F,33,160.48,2023-09-15,Cosmetic
347802,F,57,155.55,2023-08-12,Cosmetic
421501,F,26,2533.24,2023-06-15,Travel
106208,M,22,76.67,2023-02-22,Cosmetic
773434,F,41,76.26,2023-03-29,Market
916835,M,18,365.97,2023-08-31,Electronics
973686,M,27,78.5,2023-04-19,Restaurant
218658,M,39,2888.91,2023-01-01,Travel
630919,M,36,136.51,2023-09-17,Clothing
972694,M,60,44.72,2023-09-04,Cosmetic
957043,F,54,575.63,2023-09-22,Travel
194861,M,30,103.76,2023-06-24,Cosmetic
225728,M,21,57.5,2023-07-05,Restaurant
38038,F,44,129.79,2023-06-03,Market
659119,M,34,366.6,2023-09-22,Market
396762,F,64,674.01,2023-06-20,Electronics
739058,M,52,375.98,2023-02-10,Market
50838,M,43,893.03,2023-07-11,Electronics
395480,M,65,47.7,2023-01-28,Cosmetic
395079,F,58,749.38,2023-10-08,Travel
255852,F,38,80.72,2023-04-21,Restaurant
479837,F,69,197.08,2023-06-05,Cosmetic
843760,M,62,602.48,2023-06-13,Electronics
357670,M,51,718.39,2023-01-11,Electronics
256881,F,29,1664.39,2023-07-06,Travel
347851,M,42,113.76,2023-08-08,Cosmetic
117145,M,33,253.4,2023-01-31,Clothing
195438,M,31,173.69,2023-07-07,Market
384039,M,43,38.5,2023-02-05,Clothing
509152,M,56,20.31,2023-07-01,Restaurant
413954,F,59,130.69,2023-07-21,Cosmetic
588262,F,58,62.24,2023-05-10,Restaurant
240761,M,32,68.36,2023-05-28,Restaurant
399820,M,34,107.77,2023-07-12,Clothing
591767,M,60,177.4,2023-09-16,Clothing
965116,F,67,8.61,2023-07-02,Market
152575,F,47,121.36,2023-05-10,Cosmetic
101993,M,69,590.44,2023-01-23,Electronics
456460,M,22,203.49,2023-10-09,Clothing
583075,M,42,69.81,2023-08-22,Restaurant
490539,F,72,73.44,2023-10-02,Restaurant
110329,F,33,165.62,2023-07-03,Cosmetic
577031,M,22,47.7,2023-05-22,Restaurant
251246,F,62,196.41,2023-10-04,Clothing
316003,M,73,90.48,2023-03-20,Clothing
304116,F,55,67.95,2023-08-09,Cosmetic
188608,F,60,399.88,2023-06-07,Electronics
762588,M,51,169.08,2023-03-04,Clothing
445206,M,71,651.2,2023-01-02,Electronics
733411,,40,468.45,2023-01-11,Travel
427106,M,68,2607.68,2023-09-24,Travel
197107,M,47,883.75,2023-06-08,Electronics
601978,M,64,265.43,2023-03-12,Clothing
323736,F,20,56.06,2023-08-19,Restaurant
254260,F,24,195.19,2023-06-23,Market
224458,F,46,700.63,2023-06-18,Travel
157360,,64,62.5,2023-02-19,Clothing
860112,F,72,16.51,2023-10-11,Cosmetic
828278,F,45,144.24,2023-06-06,Cosmetic
736968,,64,807.04,2023-01-31,Electronics
23303,,68,53,2023-04-19,Clothing
450859,F,60,84.6,2023-01-14,Restaurant
378321,,50,556.34,2023-05-05,Electronics
475680,,42,43.45,2023-07-01,Market
396809,M,47,198.31,2023-02-18,Electronics
40901,,49,30.09,2023-01-21,Restaurant
523825,F,25,243.85,2023-07-25,Clothing
596271,F,54,302.34,2023-01-22,Market
239407,,53,148.54,2023-04-23,Clothing
693439,M,64,267.5,2023-05-04,Clothing
227372,F,29,152.22,2023-09-17,Electronics
869728,M,20,191.75,2023-02-09,Cosmetic
189056,M,38,275.92,2023-05-24,Market
471506,M,35,2397.48,2023-01-21,Travel
631674,F,71,93.07,2023-05-14,Restaurant
507718,F,59,980.55,2023-03-29,Travel
961313,M,56,2938.06,2023-04-22,Travel
342566,M,24,973.87,2023-05-08,Electronics
23263,F,27,407.02,2023-05-20,Market
651446,,54,101.77,2023-09-02,Cosmetic
969435,M,69,30.32,2023-08-03,Clothing
684590,M,29,38.41,2023-09-09,Cosmetic
456600,M,63,746.19,2023-01-18,Travel
101712,M,38,12.66,2023-02-03,Restaurant
127495,F,41,196.87,2023-04-11,Cosmetic
460289,F,52,150.35,2023-08-08,Clothing
74940,F,45,286.59,2023-02-23,Clothing
352778,M,31,91.18,2023-05-20,Restaurant
462831,F,52,41.56,2023-05-31,Clothing
420251,F,72,699.15,2023-08-11,Travel
511735,M,50,207.67,2023-01-31,Clothing
436308,F,49,17.37,2023-05-20,Restaurant
541555,M,49,2303.28,2023-02-05,Travel
221795,M,74,173.22,2023-04-06,Electronics
490,M,27,332.85,2023-07-25,Market
289958,,61,125.23,2023-08-29,Cosmetic
525862,F,23,73.67,2023-05-02,Restaurant
599071,M,58,702.33,2023-05-25,Travel
952884,M,70,34.09,2023-06-08,Clothing
548157,M,35,142.87,2023-03-01,Cosmetic
12879,F,58,434.94,2023-02-03,Market
145093,M,43,500.91,2023-06-28,Travel
219668,F,69,935.74,2023-03-07,Travel
622898,M,61,454.45,2023-06-26,Market
706394,F,39,506.02,2023-04-12,Electronics
61603,M,55,77.15,2023-09-06,Cosmetic
272794,M,62,316.77,2023-06-23,Market
770410,F,63,98.95,2023-04-08,Restaurant
294306,F,66,85.47,2023-09-12,Cosmetic
987127,F,33,163.36,2023-06-06,Cosmetic
811567,F,37,354.29,2023-01-03,Market
825913,M,25,1756.57,2023-01-10,Travel
706431,M,18,397.57,2023-03-25,Electronics
687093,M,20,261.96,2023-10-01,Electronics
504795,F,65,57.18,2023-03-14,Restaurant
238642,M,46,87.65,2023-02-19,Clothing
226413,F,38,77.29,2023-07-07,Cosmetic
783103,F,20,2549.26,2023-08-05,Travel
493296,M,66,469.37,2023-07-05,Travel
13009,F,38,229.96,2023-08-17,Travel
899653,F,36,660.78,2023-08-12,Electronics
621502,M,51,291.59,2023-10-14,Market
441579,M,52,78.63,2023-01-28,Restaurant
325614,F,45,2621.7,2023-04-16,Travel
537316,M,65,151.17,2023-08-04,Cosmetic
929005,M,25,1798.56,2023-03-01,Travel
332945,M,35,939.28,2023-03-25,Electronics
78877,F,44,59.34,2023-02-03,Restaurant
980335,M,74,49.53,2023-07-15,Restaurant
692151,M,51,346.47,2023-02-12,Market
654694,,74,659.45,2023-02-18,Electronics
596954,F,47,356.42,2023-05-03,Market
552251,,32,138.7,2023-07-10,Clothing
256522,M,48,69.68,2023-09-26,Cosmetic
993242,F,53,219.74,2023-05-13,Clothing
273427,,60,157.19,2023-03-04,Clothing
535902,F,46,2007.81,2023-01-16,Travel
457735,F,49,79.64,2023-06-13,Electronics
980115,F,40,30.98,2023-09-07,Restaurant
362815,M,58,2724.44,2023-01-13,Travel
555850,F,46,71.32,2023-05-12,Restaurant
271794,M,31,617.99,2023-06-11,Travel
274554,F,57,82.11,2023-08-31,Cosmetic
962853,F,23,960.58,2023-04-06,Electronics
993552,F,55,891.21,2023-10-06,Electronics
383938,M,35,1676.5,2023-03-28,Travel
487222,M,31,50.43,2023-07-15,Restaurant
580883,M,61,243.14,2023-07-14,Clothing
487141,F,50,227.33,2023-06-20,Clothing
786967,M,64,277.74,2023-06-03,Clothing
592812,M,31,108.53,2023-05-21,Clothing
506756,F,49,62.57,2023-01-22,Cosmetic
993021,M,58,836.77,2023-10-04,Travel
965101,M,59,65.91,2023-09-21,Cosmetic
769606,M,70,45.01,2023-02-21,Restaurant
415780,,65,1456.57,2023-03-16,Travel
514104,F,28,105.27,2023-02-19,Clothing
644019,F,50,58.96,2023-01-08,Cosmetic
517646,F,30,389.27,2023-07-01,Market
663608,F,59,68.27,2023-02-17,Restaurant
215227,F,60,182.26,2023-05-21,Clothing
283954,M,40,104.48,2023-07-23,Clothing
640675,M,74,20.08,2023-05-09,Restaurant
645660,F,29,157.99,2023-08-21,Cosmetic
992189,F,34,95.02,2023-03-25,Electronics
484885,F,22,227.12,2023-05-23,Clothing
909038,M,44,526.42,2023-09-27,Electronics
923195,M,72,722.66,2023-03-04,Electronics
361920,F,37,302.79,2023-01-19,Market
100358,M,30,289.83,2023-01-31,Clothing
967979,F,69,68.64,2023-02-23,Restaurant
180696,M,34,170.89,2023-09-21,Travel
891556,M,72,179.02,2023-09-24,Market
348016,F,28,28.18,2023-08-22,Clothing
96565,F,35,224.47,2023-06-25,Clothing
925704,M,28,215.86,2023-01-10,Clothing
499925,,20,370.15,2023-01-10,Market
29722,F,43,246.33,2023-10-05,Clothing
958525,F,54,155.56,2023-06-19,Cosmetic
729720,M,26,262.65,2023-07-14,Market
218280,,19,176.56,2023-08-02,Electronics
797485,M,20,484.9,2023-04-14,Market
913276,M,63,163.35,2023-08-27,Clothing
847811,F,43,111.65,2023-06-28,Electronics
256744,M,52,1693.24,2023-02-22,Travel
845920,F,36,747.25,2023-01-04,Travel
930713,,65,84.51,2023-02-25,Restaurant
579043,F,36,111.19,2023-09-12,Market
309257,F,26,37.8,2023-05-26,Restaurant
212892,F,18,69.04,2023-05-10,Restaurant
595047,F,49,319.6,2023-04-04,Travel
602299,F,30,10.24,2023-01-25,Cosmetic
12008,F,55,1555.39,2023-09-06,Travel
428104,F,31,44.48,2023-04-24,Cosmetic
688094,M,39,796.81,2023-01-27,Electronics
277198,F,43,780.25,2023-05-22,Electronics
313866,M,47,22.84,2023-03-11,Restaurant
411091,F,35,696.74,2023-04-02,Electronics
517136,F,59,15.19,2023-04-03,Cosmetic
41945,M,75,703.53,2023-08-07,Travel
200525,M,20,25.5,2023-05-07,Cosmetic
156026,M,27,983.82,2023-06-17,Travel
776823,M,75,124.34,2023-07-21,Cosmetic
687125,F,47,956.61,2023-09-08,Electronics
31823,F,18,292.11,2023-09-13,Clothing
249867,F,57,202.96,2023-09-05,Clothing
419648,F,65,153.65,2023-03-12,Cosmetic
80989,M,34,859.32,2023-04-11,Electronics
638852,F,73,211.15,2023-05-26,Market
575136,M,69,54.63,2023-01-18,Restaurant
379486,F,38,26.89,2023-06-06,Restaurant
297171,,56,70.5,2023-06-07,Restaurant
5234,M,37,31.98,2023-06-28,Cosmetic
175405,,47,80.13,2023-04-14,Cosmetic
133342,F,71,51.21,2023-07-09,Clothing
722316,F,42,2845.49,2023-04-06,Travel
40952,M,20,138.79,2023-05-05,Electronics
970625,M,22,111.83,2023-05-20,Electronics
450761,F,59,79.11,2023-01-22,Market
547961,F,71,58.76,2023-09-25,Restaurant
905877,M,75,2166.44,2023-03-25,Travel
141624,M,41,286.69,2023-03-29,Clothing
99059,M,35,2037.85,2023-06-25,Travel
35096,,41,2568.11,2023-07-19,Travel
645674,M,32,386.28,2023-09-05,Market
279321,F,53,41.16,2023-05-01,Restaurant
54580,M,73,43.36,2023-07-14,Restaurant
526888,M,26,27.88,2023-06-17,Cosmetic
577629,M,30,2107.33,2023-02-21,Travel
877426,F,64,31.48,2023-07-08,Restaurant
806996,M,25,496.22,2023-01-02,Electronics
980542,F,52,34.24,2023-05-13,Restaurant
133994,M,36,1138.22,2023-08-04,Travel
985050,M,25,242.85,2023-08-27,Clothing
557917,M,49,329.2,2023-08-07,Market
389760,F,57,409.26,2023-07-05,Market
939010,M,73,107.52,2023-06-19,Cosmetic
147641,M,38,191.56,2023-03-27,Clothing
407752,F,52,409.1,2023-10-02,Market
70045,M,24,71.01,2023-01-02,Restaurant
479952,M,53,2143.37,2023-02-25,Travel
966003,M,45,316.89,2023-02-17,Travel
460378,M,74,749.33,2023-05-27,Electronics
407825,M,38,169.05,2023-03-17,Clothing
603277,F,57,82.56,2023-07-21,Restaurant
23433,F,27,652.41,2023-04-17,Electronics
16167,F,29,918.86,2023-06-01,Electronics
545999,F,28,94.04,2023-06-08,Restaurant
58937,F,54,49.73,2023-06-30,Restaurant
11154,M,32,139.72,2023-09-18,Cosmetic
840423,,20,71.63,2023-04-03,Restaurant
596212,F,56,164.37,2023-04-27,Market
136554,F,23,1559.59,2023-06-11,Travel
614936,M,74,470.09,2023-04-08,Travel
88238,F,35,82.62,2023-08-19,Cosmetic
247890,,43,1517.09,2023-03-21,Travel
272973,,71,220.05,2023-07-18,Clothing
38226,M,38,238.31,2023-09-12,Clothing
956903,F,28,920.52,2023-06-20,Electronics
817252,F,41,85.77,2023-06-16,Clothing
309880,M,71,262.45,2023-02-22,Clothing
457023,F,32,363.34,2023-09-06,Market
68227,M,28,1480.28,2023-04-17,Travel
212256,M,43,200.68,2023-09-27,Clothing
105389,M,33,2348.18,2023-07-08,Travel
312599,F,58,389.77,2023-09-11,Market
880768,M,74,74.8,2023-01-29,Restaurant
655347,F,25,122.23,2023-03-26,Clothing
671455,M,29,186.74,2023-02-22,Market
128811,F,31,32.8,2023-07-28,Clothing
754254,F,25,940.47,2023-08-22,Travel
798841,M,34,97.79,2023-02-09,Restaurant
772169,M,74,13.95,2023-09-27,Cosmetic
211285,M,33,813.33,2023-01-19,Electronics
817764,M,18,403.32,2023-07-13,Market
712293,F,46,46.31,2023-06-04,Market
625864,M,56,151.64,2023-08-25,Clothing
28391,,38,36.54,2023-03-12,Restaurant
857066,M,69,41.12,2023-05-02,Restaurant
82794,F,71,340.33,2023-07-27,Travel
703721,M,26,724.06,2023-08-27,Travel
956077,,26,37.01,2023-02-23,Market
745752,,60,64.65,2023-07-11,Market
340940,F,39,297.42,2023-01-25,Clothing
312422,F,65,60.94,2023-09-29,Restaurant
723244,M,46,25.17,2023-05-26,Restaurant
92605,M,51,118.28,2023-09-26,Clothing
837032,M,65,473.33,2023-01-15,Market
411733,F,47,257.02,2023-02-10,Clothing
977867,,65,143.92,2023-08-13,Cosmetic
416336,,43,83.96,2023-05-13,Restaurant
360272,F,46,54.94,2023-09-13,Restaurant
973854,F,68,258.99,2023-04-30,Travel
364951,,63,2784.57,2023-05-29,Travel
344348,F,40,186.69,2023-06-02,Market
686108,M,61,207.37,2023-07-21,Market
406596,F,35,306.73,2023-07-31,Market
50186,F,66,47.3,2023-05-14,Clothing
333951,F,38,45.68,2023-07-01,Clothing
376800,M,36,2155.34,2023-04-07,Travel
620751,F,59,103.83,2023-04-08,Cosmetic
321039,M,44,21.71,2023-01-19,Cosmetic
986085,M,37,54.63,2023-05-16,Market
992395,M,27,20.49,2023-06-05,Restaurant
933889,F,50,219.75,2023-02-15,Clothing
485151,F,23,326.44,2023-10-04,Market
365539,F,47,258.75,2023-02-13,Market
159774,F,69,124.81,2023-02-08,Cosmetic
453348,F,51,84.34,2023-03-02,Market
775783,M,70,66.67,2023-03-02,Restaurant
820753,F,52,140.21,2023-04-27,Market
581111,M,37,19.79,2023-03-25,Cosmetic
936385,F,40,88.72,2023-01-13,Market
6229,F,63,2796.74,2023-07-14,Travel
500580,F,73,37.06,2023-09-06,Market
242051,M,43,1509.97,2023-09-04,Travel
228626,F,44,195.34,2023-07-24,Cosmetic
225686,M,40,908.53,2023-09-30,Electronics
513771,F,28,58.1,2023-06-02,Market
837868,,37,133.91,2023-10-07,Cosmetic
268709,,24,45.47,2023-05-28,Cosmetic
572845,M,29,85.94,2023-05-28,Cosmetic
788745,M,73,2175.13,2023-06-17,Travel
519244,F,66,37.41,2023-07-18,Restaurant
370957,F,28,75.6,2023-04-22,Cosmetic
990780,F,32,143.31,2023-01-17,Clothing
420913,F,57,377.74,2023-06-27,Electronics
352361,F,23,353.71,2023-07-21,Market
274284,M,61,1250.14,2023-07-10,Travel
369886,F,71,244.77,2023-03-11,Electronics
160934,M,69,321.74,2023-09-09,Market
659757,F,29,297.35,2023-02-17,Clothing
529975,M,20,1374.28,2023-03-24,Travel
889370,M,41,247.03,2023-09-05,Electronics
593784,M,22,294.17,2023-03-12,Clothing
666887,F,35,49.51,2023-02-04,Market
565446,M,23,1541.47,2023-07-05,Travel
618420,F,45,93.66,2023-02-14,Restaurant
493047,,33,72.58,2023-06-25,Cosmetic
495493,F,47,953.29,2023-02-08,Electronics
110757,M,44,187.15,2023-02-21,Clothing
351,F,23,616.82,2023-05-31,Electronics
668461,M,37,152.06,2023-07-03,Cosmetic
895616,M,18,33.35,2023-05-24,Restaurant
236418,M,22,271.55,2023-04-06,Market
729297,F,59,287.71,2023-06-16,Market
342518,,37,34.69,2023-05-28,Restaurant
63220,M,57,69.06,2023-08-17,Restaurant
687434,F,60,957.11,2023-04-07,Electronics
77394,M,58,157.61,2023-06-18,Electronics
312833,M,29,528.83,2023-04-23,Electronics
256691,M,36,22.04,2023-07-15,Market
470180,F,71,916.22,2023-06-12,Travel
104783,M,53,461.17,2023-09-16,Electronics
536039,M,23,73.64,2023-05-07,Restaurant
628596,M,58,180.5,2023-08-11,Market
471597,,74,475.01,2023-05-21,Electronics
235970,F,63,21.06,2023-01-23,Cosmetic
911410,,55,164.44,2023-01-08,Market
120767,F,66,98.81,2023-04-28,Restaurant
923689,M,21,317.45,2023-05-22,Travel
204705,F,73,67.41,2023-02-12,Restaurant
22460,M,67,446.63,2023-01-04,Market
299303,M,22,90.7,2023-08-29,Restaurant
424334,M,21,134.29,2023-02-14,Electronics
505602,F,45,56.64,2023-04-19,Restaurant
809216,F,55,109.47,2023-06-11,Cosmetic
451399,F,38,80.87,2023-10-09,Electronics
393531,F,44,27.8,2023-04-29,Clothing
21606,M,61,215.92,2023-05-09,Clothing
71456,F,19,1028.26,2023-09-27,Travel
43229,,34,99.4,2023-04-17,Restaurant
937436,M,41,139.96,2023-07-25,Clothing
790889,,43,80.92,2023-10-06,Clothing
142557,M,26,26.25,2023-09-02,Restaurant
677016,M,39,377.52,2023-10-13,Electronics
707460,M,41,361.05,2023-06-27,Electronics
273640,F,21,136.64,2023-08-27,Cosmetic
938262,M,71,1562.19,2023-08-07,Travel
882758,F,54,446.69,2023-06-17,Market
108723,F,70,89.5,2023-05-31,Restaurant
150486,,49,1650.92,2023-01-25,Travel
495522,M,58,43.67,2023-01-27,Market
988990,M,59,250.63,2023-05-03,Market
415781,M,74,153.79,2023-09-28,Cosmetic
45817,M,70,44.97,2023-01-29,Clothing
239915,F,54,44.79,2023-06-15,Restaurant
545520,F,65,1690.68,2023-05-07,Travel
55552,F,73,150.06,2023-09-22,Cosmetic
947919,M,72,771.46,2023-02-11,Electronics
596444,F,71,523.7,2023-07-27,Electronics
757197,M,47,279.83,2023-01-22,Market
195142,F,25,61.31,2023-02-13,Cosmetic
575767,F,32,272.8,2023-04-28,Clothing
232355,F,67,10.91,2023-06-10,Restaurant
535550,F,75,70.03,2023-05-18,Clothing
321409,,33,32.74,2023-02-03,Cosmetic
340597,M,20,120.57,2023-03-12,Cosmetic
877659,,54,18.43,2023-09-17,Restaurant
825104,M,73,144.73,2023-06-14,Electronics
211258,F,58,44.32,2023-06-15,Cosmetic
541274,F,55,405.2,2023-06-17,Electronics
833647,F,48,774.36,2023-06-02,Electronics
173521,F,69,205.22,2023-04-06,Clothing
755294,F,25,80.92,2023-02-20,Restaurant
24891,M,35,177.5,2023-05-14,Clothing
92472,M,64,13.74,2023-01-30,Restaurant
589002,M,21,2208.67,2023-03-03,Travel
877612,M,63,62.55,2023-04-03,Clothing
602400,F,63,129.21,2023-06-20,Market
434712,M,25,1165.53,2023-03-18,Travel
243009,F,37,51,2023-07-08,Restaurant
220619,F,68,746.64,2023-10-04,Electronics
18638,F,49,98.12,2023-09-03,Restaurant
450345,F,20,37.64,2023-03-07,Restaurant
798948,F,57,251.56,2023-08-15,Travel
